Location,Current_Date,HCHO_reading,LATITUDE,LONGITUDE,ELEVATION,Precipitation,Average_Temperature
Colombo Proper,2022-10-08,0.0001594884198312498,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-10-09,3.742045062930536e-05,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-10-10,0.00014191392441526783,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-10-11,6.093067180363016e-05,6.9,79.867,7.0,0.07,83
Colombo Proper,2022-10-12,-3.318492890599806e-05,6.9,79.867,7.0,0.74,78
Colombo Proper,2022-10-13,-3.318492890599806e-05,6.9,79.867,7.0,0.0,78
Colombo Proper,2022-10-14,-3.318492890599806e-05,6.9,79.867,7.0,3.38,78
Colombo Proper,2022-10-15,-3.318492890599806e-05,6.9,79.867,7.0,2.82,78
Colombo Proper,2022-10-16,-3.318492890599806e-05,6.9,79.867,7.0,0.09,81
Colombo Proper,2022-10-17,0.00013709295377620548,6.9,79.867,7.0,0.38,81
Colombo Proper,2022-10-18,0.00013709295377620548,6.9,79.867,7.0,0.98,79
Colombo Proper,2022-10-19,0.00013709295377620548,6.9,79.867,7.0,0.48,82
Colombo Proper,2022-10-20,7.301117473730344e-05,6.9,79.867,7.0,0.18,82
Colombo Proper,2022-10-21,8.680718300411579e-05,6.9,79.867,7.0,0.99,78
Colombo Proper,2022-10-22,8.680718300411579e-05,6.9,79.867,7.0,2.72,78
Colombo Proper,2022-10-23,8.680718300411579e-05,6.9,79.867,7.0,2.69,78
Colombo Proper,2022-10-24,8.680718300411579e-05,6.9,79.867,7.0,1.71,81
Colombo Proper,2022-10-25,8.680718300411579e-05,6.9,79.867,7.0,0.04,81
Colombo Proper,2022-10-26,0.00017344077567397212,6.9,79.867,7.0,0.15,81
Colombo Proper,2022-10-27,0.00019960047980479003,6.9,79.867,7.0,0.26,80
Colombo Proper,2022-10-28,0.00017925473754784848,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-10-29,0.00027618845640861795,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-10-30,0.0001309716753479318,6.9,79.867,7.0,0.04,82
Colombo Proper,2022-10-31,0.00011191437805246622,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-01,3.077457940725442e-05,6.9,79.867,7.0,0.2,79
Colombo Proper,2022-11-02,3.077457940725442e-05,6.9,79.867,7.0,1.39,81
Colombo Proper,2022-11-03,0.000359186346017419,6.9,79.867,7.0,0.04,82
Colombo Proper,2022-11-04,8.559237242551563e-05,6.9,79.867,7.0,0.01,82
Colombo Proper,2022-11-05,0.00022272224101727467,6.9,79.867,7.0,0.11,79
Colombo Proper,2022-11-06,0.00022272224101727467,6.9,79.867,7.0,1.24,80
Colombo Proper,2022-11-07,0.00017231260376694466,6.9,79.867,7.0,1.47,80
Colombo Proper,2022-11-08,0.00017231260376694466,6.9,79.867,7.0,0.18,80
Colombo Proper,2022-11-09,0.00014134703810809584,6.9,79.867,7.0,0.38,81
Colombo Proper,2022-11-10,0.00010366064686951961,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-11,0.00010366064686951961,6.9,79.867,7.0,0.03,81
Colombo Proper,2022-11-12,0.00010366064686951961,6.9,79.867,7.0,0.15,79
Colombo Proper,2022-11-13,0.00010366064686951961,6.9,79.867,7.0,0.07,80
Colombo Proper,2022-11-14,0.00014910141928552447,6.9,79.867,7.0,0.28,78
Colombo Proper,2022-11-15,0.0002833004723424327,6.9,79.867,7.0,4.92,80
Colombo Proper,2022-11-16,0.0002833004723424327,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-11-17,0.0001442376487557661,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-18,0.00019044359016292042,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-19,0.00015113034401839686,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-20,0.00015113034401839686,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-21,0.00015113034401839686,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-22,0.00015113034401839686,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-11-23,7.857260077207959e-05,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-11-24,0.0001040901177472411,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-11-25,9.986190039853192e-05,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-11-26,0.00020810144313526642,6.9,79.867,7.0,0.0,80
Colombo Proper,2022-11-27,0.00019352375042723508,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-11-28,8.13541344469962e-05,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-11-29,0.00024196596063669665,6.9,79.867,7.0,0.0,83
Colombo Proper,2022-11-30,0.00019007557591923182,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-12-01,0.0002267515752639302,6.9,79.867,7.0,0.61,82
Colombo Proper,2022-12-02,0.00018734315367588685,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-12-03,0.00014651574922867306,6.9,79.867,7.0,0.84,78
Colombo Proper,2022-12-04,9.463952468845655e-05,6.9,79.867,7.0,0.95,78
Colombo Proper,2022-12-05,0.00018208332689623535,6.9,79.867,7.0,2.79,80
Colombo Proper,2022-12-06,0.00012847344616996137,6.9,79.867,7.0,0.04,81
Colombo Proper,2022-12-07,0.00015686944366597976,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-12-08,0.00015686944366597976,6.9,79.867,7.0,0.0,75
Colombo Proper,2022-12-09,0.00015686944366597976,6.9,79.867,7.0,0.02,77
Colombo Proper,2022-12-10,0.00015686944366597976,6.9,79.867,7.0,0.65,77
Colombo Proper,2022-12-11,0.00015686944366597976,6.9,79.867,7.0,1.86,79
Colombo Proper,2022-12-12,0.00015686944366597976,6.9,79.867,7.0,0.3,79
Colombo Proper,2022-12-13,0.00015686944366597976,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-12-14,0.0002459941971244442,6.9,79.867,7.0,0.0,80
Colombo Proper,2022-12-15,6.553380434996898e-05,6.9,79.867,7.0,0.67,81
Colombo Proper,2022-12-16,0.00019186051172422476,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-12-18,0.00012486093160566655,6.9,79.867,7.0,0.0,80
Colombo Proper,2022-12-19,0.00012486093160566655,6.9,79.867,7.0,0.0,78
Colombo Proper,2022-12-20,0.00012486093160566655,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-12-21,0.0001935902395780404,6.9,79.867,7.0,0.0,80
Colombo Proper,2022-12-22,0.0001935902395780404,6.9,79.867,7.0,0.0,80
Colombo Proper,2022-12-23,1.7986231245991374e-05,6.9,79.867,7.0,0.02,81
Colombo Proper,2022-12-24,1.7986231245991374e-05,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-12-25,0.00011060291869765743,6.9,79.867,7.0,3.27,78
Colombo Proper,2022-12-26,0.00011060291869765743,6.9,79.867,7.0,0.61,80
Colombo Proper,2022-12-27,0.00016780656325545668,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-12-28,0.00017020718772452534,6.9,79.867,7.0,0.0,81
Colombo Proper,2022-12-29,0.000297780201251193,6.9,79.867,7.0,0.17,82
Colombo Proper,2022-12-30,0.00022595562112451918,6.9,79.867,7.0,0.0,82
Colombo Proper,2022-12-31,0.000359186346017419,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-01,0.00021953301109939536,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-02,0.00021007280338308725,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-03,0.0001599005386365537,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-04,0.000242295301221371,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-01-05,0.0002767170438908803,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-01-06,6.85503448811268e-05,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-07,0.0001428822234902424,6.9,79.867,7.0,0.03,80
Colombo Proper,2023-01-08,0.0001428822234902424,6.9,79.867,7.0,0.31,81
Colombo Proper,2023-01-09,0.0001428822234902424,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-10,0.00012098818346265575,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-11,0.00022113900021108213,6.9,79.867,7.0,0.0,79
Colombo Proper,2023-01-12,0.00023065302450388207,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-13,0.00031887290981367513,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-14,0.0002098181424171668,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-15,0.00023985175388642065,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-16,0.00027234112926240704,6.9,79.867,7.0,0.0,79
Colombo Proper,2023-01-17,0.0002571520123029607,6.9,79.867,7.0,1.22,78
Colombo Proper,2023-01-18,0.0002571520123029607,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-19,0.0002667527721204542,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-20,0.00019443325416627867,6.9,79.867,7.0,0.0,79
Colombo Proper,2023-01-21,0.00015952758607967388,6.9,79.867,7.0,0.0,79
Colombo Proper,2023-01-22,0.00015952758607967388,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-23,0.00015952758607967388,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-24,0.00015952758607967388,6.9,79.867,7.0,0.07,78
Colombo Proper,2023-01-25,0.00015952758607967388,6.9,79.867,7.0,2.8,80
Colombo Proper,2023-01-26,0.00025701941493724514,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-27,0.0002392130698381142,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-01-28,0.00010142224178868142,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-29,0.00014693984120983533,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-01-30,0.00033878028062457865,6.9,79.867,7.0,0.0,79
Colombo Proper,2023-01-31,0.00033878028062457865,6.9,79.867,7.0,0.01,78
Colombo Proper,2023-02-01,0.00033878028062457865,6.9,79.867,7.0,0.08,79
Colombo Proper,2023-02-02,0.00033878028062457865,6.9,79.867,7.0,0.21,79
Colombo Proper,2023-02-03,0.00033878028062457865,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-02-04,0.00033878028062457865,6.9,79.867,7.0,0.12,80
Colombo Proper,2023-02-05,7.442722707856339e-05,6.9,79.867,7.0,0.06,81
Colombo Proper,2023-02-06,-3.545101436306722e-05,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-07,-3.545101436306722e-05,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-02-08,0.0002955471068557156,6.9,79.867,7.0,0.01,82
Colombo Proper,2023-02-09,0.00018626428303333156,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-10,0.00018626428303333156,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-11,0.00023906221620930855,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-12,0.0002887936296956068,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-13,0.000359186346017419,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-14,0.00017986145294440577,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-02-15,0.00016079552278887234,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-02-16,0.0002717534187798877,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-17,0.00015188253520817408,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-02-18,0.00020488132246221846,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-02-19,0.00018627421052699978,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-20,0.00011963184326871612,6.9,79.867,7.0,0.76,79
Colombo Proper,2023-02-21,0.00011963184326871612,6.9,79.867,7.0,1.45,81
Colombo Proper,2023-02-22,0.00021088881255324523,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-23,0.00022093725638778878,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-02-24,0.000312057257954042,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-02-25,0.00017385971900083538,6.9,79.867,7.0,0.39,81
Colombo Proper,2023-02-26,0.00017385971900083538,6.9,79.867,7.0,0.07,82
Colombo Proper,2023-02-27,0.00011323634964118228,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-02-28,0.00024133386733144388,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-03-01,0.00024133386733144388,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-03-02,0.0002561019714159853,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-03-03,0.0002561019714159853,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-03-04,0.00020406722294536602,6.9,79.867,7.0,0.02,81
Colombo Proper,2023-03-05,0.00020406722294536602,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-03-06,0.00024253186731480397,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-03-07,0.000279558253198835,6.9,79.867,7.0,0.61,80
Colombo Proper,2023-03-08,0.00011444865075305466,6.9,79.867,7.0,0.37,83
Colombo Proper,2023-03-09,0.000284626591829284,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-03-10,0.000359186346017419,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-03-11,0.000359186346017419,6.9,79.867,7.0,0.0,80
Colombo Proper,2023-03-12,0.00016238641317621586,6.9,79.867,7.0,0.64,79
Colombo Proper,2023-03-13,6.238638619821683e-05,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-03-14,0.00025578113643144975,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-03-15,0.000359186346017419,6.9,79.867,7.0,0.09,83
Colombo Proper,2023-03-16,0.00023877905594386995,6.9,79.867,7.0,0.0,81
Colombo Proper,2023-03-17,0.00023469145764768462,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-03-18,0.0001657164287779484,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-03-19,0.00013007041573815466,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-03-20,0.0001342436271290744,6.9,79.867,7.0,1.29,81
Colombo Proper,2023-03-21,0.00013531069507469664,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-03-22,9.233913584225327e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-03-23,0.00024268261907341623,6.9,79.867,7.0,1.46,81
Colombo Proper,2023-03-24,0.000359186346017419,6.9,79.867,7.0,0.05,82
Colombo Proper,2023-03-25,0.0002571196706745364,6.9,79.867,7.0,0.2,83
Colombo Proper,2023-03-26,0.0003344852302632867,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-03-27,0.00012756651209626136,6.9,79.867,7.0,0.06,84
Colombo Proper,2023-03-28,0.0002766848366568991,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-03-29,3.4584791436822145e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-03-30,8.931601917643939e-05,6.9,79.867,7.0,0.45,83
Colombo Proper,2023-03-31,0.00018308580325291908,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-04-01,0.0002053332775388798,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-04-02,0.00013160350035884807,6.9,79.867,7.0,0.02,83
Colombo Proper,2023-04-03,7.432237620743323e-05,6.9,79.867,7.0,0.0,82
Colombo Proper,2023-04-04,0.00025602346031215864,6.9,79.867,7.0,0.13,81
Colombo Proper,2023-04-05,0.00017324169712089316,6.9,79.867,7.0,0.05,83
Colombo Proper,2023-04-06,0.000359186346017419,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-04-07,0.00022585573893685074,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-04-08,0.000359186346017419,6.9,79.867,7.0,1.98,81
Colombo Proper,2023-04-09,0.00022472901224796128,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-04-10,0.0002064825167298486,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-04-11,0.00019120683590128469,6.9,79.867,7.0,0.31,85
Colombo Proper,2023-04-12,0.0002973597449659359,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-04-13,0.00025669363258123187,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-04-14,9.270199549247631e-05,6.9,79.867,7.0,0.2,83
Colombo Proper,2023-04-15,9.270199549247631e-05,6.9,79.867,7.0,1.09,83
Colombo Proper,2023-04-16,0.00015133785210255104,6.9,79.867,7.0,0.89,83
Colombo Proper,2023-04-17,0.0001750330668689646,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-04-18,0.0002858527254950528,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-04-19,9.52240811872514e-05,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-04-20,0.00011031792674861957,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-04-21,0.000154652964452181,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-04-22,0.0001552603557529877,6.9,79.867,7.0,0.42,84
Colombo Proper,2023-04-23,0.0001552603557529877,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-04-24,0.00023845082554326338,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-04-25,0.0002849953847845196,6.9,79.867,7.0,0.02,82
Colombo Proper,2023-04-26,0.00024067647251893202,6.9,79.867,7.0,1.96,81
Colombo Proper,2023-04-27,0.00021285403276429093,6.9,79.867,7.0,0.7,83
Colombo Proper,2023-04-28,0.00023072851415443084,6.9,79.867,7.0,0.3,82
Colombo Proper,2023-04-29,0.00015326291038279339,6.9,79.867,7.0,0.14,79
Colombo Proper,2023-04-30,0.00015326291038279339,6.9,79.867,7.0,1.91,82
Colombo Proper,2023-05-01,0.00015326291038279339,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-05-02,0.00015326291038279339,6.9,79.867,7.0,2.54,81
Colombo Proper,2023-05-03,0.00015326291038279339,6.9,79.867,7.0,0.42,81
Colombo Proper,2023-05-04,0.00015326291038279339,6.9,79.867,7.0,1.65,83
Colombo Proper,2023-05-05,4.3926148807081084e-05,6.9,79.867,7.0,2.8,79
Colombo Proper,2023-05-06,4.3926148807081084e-05,6.9,79.867,7.0,0.09,83
Colombo Proper,2023-05-07,4.3926148807081084e-05,6.9,79.867,7.0,0.12,85
Colombo Proper,2023-05-08,0.00013782837068218248,6.9,79.867,7.0,0.2,85
Colombo Proper,2023-05-09,0.00013782837068218248,6.9,79.867,7.0,0.07,81
Colombo Proper,2023-05-10,0.00013782837068218248,6.9,79.867,7.0,1.12,83
Colombo Proper,2023-05-11,0.00013782837068218248,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-05-12,0.00013782837068218248,6.9,79.867,7.0,0.32,85
Colombo Proper,2023-05-13,0.00013320822652931573,6.9,79.867,7.0,0.1,85
Colombo Proper,2023-05-14,7.7058257194474e-05,6.9,79.867,7.0,0.52,85
Colombo Proper,2023-05-15,7.7058257194474e-05,6.9,79.867,7.0,0.01,86
Colombo Proper,2023-05-16,0.00022817361375228906,6.9,79.867,7.0,0.02,86
Colombo Proper,2023-05-17,0.00022817361375228906,6.9,79.867,7.0,0.0,87
Colombo Proper,2023-05-18,0.00021320416127182487,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-05-19,0.00017395513390928372,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-05-20,0.00015706950409117218,6.9,79.867,7.0,0.93,83
Colombo Proper,2023-05-21,0.00027890889762277046,6.9,79.867,7.0,0.84,80
Colombo Proper,2023-05-22,8.94065894187494e-05,6.9,79.867,7.0,0.28,84
Colombo Proper,2023-05-23,9.73047167953993e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-05-24,0.00010612557240570539,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-05-25,0.00012558607653222927,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-05-26,1.3122864808040422e-05,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-05-27,0.0001341033085957105,6.9,79.867,7.0,0.28,86
Colombo Proper,2023-05-28,0.00013409992113364234,6.9,79.867,7.0,0.07,86
Colombo Proper,2023-05-29,0.00019058767047900596,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-05-30,6.477826087013601e-05,6.9,79.867,7.0,0.14,85
Colombo Proper,2023-05-31,0.0001727320240893407,6.9,79.867,7.0,0.3,85
Colombo Proper,2023-06-01,4.6916606837504464e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-06-02,4.6916606837504464e-05,6.9,79.867,7.0,0.06,86
Colombo Proper,2023-06-03,0.00015853284246657338,6.9,79.867,7.0,0.35,86
Colombo Proper,2023-06-04,0.0001542145636466108,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-06-05,0.00016797342733058888,6.9,79.867,7.0,0.09,84
Colombo Proper,2023-06-06,-6.942268566557468e-06,6.9,79.867,7.0,0.13,85
Colombo Proper,2023-06-07,0.00014482421223652924,6.9,79.867,7.0,0.02,85
Colombo Proper,2023-06-08,0.00014482421223652924,6.9,79.867,7.0,0.14,85
Colombo Proper,2023-06-09,0.00014482421223652924,6.9,79.867,7.0,0.09,85
Colombo Proper,2023-06-10,0.00012971453749997832,6.9,79.867,7.0,0.07,85
Colombo Proper,2023-06-11,0.00013546839990015593,6.9,79.867,7.0,0.54,80
Colombo Proper,2023-06-12,0.00013546839990015593,6.9,79.867,7.0,0.9,82
Colombo Proper,2023-06-13,0.00013546839990015593,6.9,79.867,7.0,0.33,83
Colombo Proper,2023-06-14,0.00017762155231442189,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-06-15,5.575482947222086e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-06-16,0.0001379560092358465,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-06-17,0.000359186346017419,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-06-18,0.000359186346017419,6.9,79.867,7.0,0.04,84
Colombo Proper,2023-06-19,0.000359186346017419,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-06-20,1.2531411715388398e-05,6.9,79.867,7.0,0.05,85
Colombo Proper,2023-06-21,0.0002434134838518539,6.9,79.867,7.0,0.24,84
Colombo Proper,2023-06-22,8.405771039701697e-05,6.9,79.867,7.0,0.26,85
Colombo Proper,2023-06-23,0.00014424024334456738,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-06-24,0.0002077698634261495,6.9,79.867,7.0,0.0,86
Colombo Proper,2023-06-25,0.00012375733668767636,6.9,79.867,7.0,0.02,83
Colombo Proper,2023-06-26,0.0001477885171896046,6.9,79.867,7.0,0.14,83
Colombo Proper,2023-06-27,1.4333644061966586e-05,6.9,79.867,7.0,0.04,82
Colombo Proper,2023-06-28,1.4333644061966586e-05,6.9,79.867,7.0,0.04,83
Colombo Proper,2023-06-29,1.325340185282247e-05,6.9,79.867,7.0,0.08,83
Colombo Proper,2023-06-30,1.325340185282247e-05,6.9,79.867,7.0,0.07,85
Colombo Proper,2023-07-01,0.00019657970017647873,6.9,79.867,7.0,0.03,84
Colombo Proper,2023-07-02,0.00011850831685341343,6.9,79.867,7.0,0.09,83
Colombo Proper,2023-07-03,0.00011850831685341343,6.9,79.867,7.0,0.17,83
Colombo Proper,2023-07-04,0.00011850831685341343,6.9,79.867,7.0,0.11,82
Colombo Proper,2023-07-05,0.00011850831685341343,6.9,79.867,7.0,0.66,79
Colombo Proper,2023-07-06,0.00013869231936603448,6.9,79.867,7.0,0.87,82
Colombo Proper,2023-07-07,9.573535359065672e-05,6.9,79.867,7.0,0.03,81
Colombo Proper,2023-07-08,5.504892634695112e-05,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-07-09,4.642524248178506e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-10,0.00015989638537916437,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-07-11,0.00015989638537916437,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-07-12,0.00015989638537916437,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-13,0.00015274971575748427,6.9,79.867,7.0,0.42,84
Colombo Proper,2023-07-14,0.00010041070366257929,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-15,0.00016556432224360885,6.9,79.867,7.0,0.01,84
Colombo Proper,2023-07-16,0.0001146144673335909,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-17,4.822160734924319e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-18,9.505402648022164e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-07-19,-2.7580006376565908e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-07-20,-2.7580006376565908e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-21,1.6985332973000637e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-22,8.844224326264944e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-23,6.397429043782942e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-24,7.420482356318856e-05,6.9,79.867,7.0,0.24,83
Colombo Proper,2023-07-25,0.00014750084158520583,6.9,79.867,7.0,0.39,80
Colombo Proper,2023-07-26,0.00014750084158520583,6.9,79.867,7.0,1.0,83
Colombo Proper,2023-07-27,0.00014750084158520583,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-07-28,8.305317230133278e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-29,5.678087329895237e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-30,7.080208909908318e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-07-31,7.987789167005929e-05,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-08-01,-2.9614005552522012e-05,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-08-02,6.640316807957227e-05,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-08-03,2.3061273295183957e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-04,0.00013732894081580038,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-05,0.00013732894081580038,6.9,79.867,7.0,0.02,84
Colombo Proper,2023-08-06,0.00027651631791102577,6.9,79.867,7.0,0.0,83
Colombo Proper,2023-08-07,0.00017200212413251355,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-08,6.775043618722536e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-09,9.807306998533207e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-10,-5.8329925395459876e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-11,0.0001510921860195737,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-12,9.13440138218456e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-13,-3.2173214930791106e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-14,8.33121564612838e-05,6.9,79.867,7.0,0.0,84
Colombo Proper,2023-08-15,-4.0600970456936095e-05,6.9,79.867,7.0,0.02,84
Colombo Proper,2023-08-16,0.00013134046297502483,6.9,79.867,7.0,0.02,84
Colombo Proper,2023-08-17,8.310050639473326e-06,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-18,9.198231105990012e-05,6.9,79.867,7.0,0.01,85
Colombo Proper,2023-08-19,0.0002014292124136962,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-20,4.839257349692342e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-21,4.839257349692342e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-22,9.956961561465627e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-23,1.4427503888096507e-05,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-24,0.00016675169154997994,6.9,79.867,7.0,0.0,85
Colombo Proper,2023-08-25,6.351030303782124e-05,6.9,79.867,7.0,0.26,84
